TXNAME	R1_H1975	R2_H1975	R3_H1975	R1_HCC827	R2_HCC827	R3_HCC827
ENST00000222482	117	95	77	0	2	3
ENST00000222543	1222	1082	1095	512	194	429
ENST00000222547	4492	3166.71298	3777	1463	811	1325
ENST00000222553	1981.27926	956.42785	1572.5553	0	0	0
ENST00000222567	2449	2335	2412	1023	647	628
ENST00000222572	0	0	0	0	0	298.82187
ENST00000222574	24.76644	29.99999	20.41537	4	8	6
ENST00000222584	0	0	2	0	0	0
ENST00000222597	10	18	16	0.47859	0	0
ENST00000222644	3.17115	11.85188	5.6989	1.92063	0.23471	2.81069
ENST00000222690	8	8	12	2	0	1
ENST00000222693	3641.7341	3772.03564	3258.51584	2078	734.27181	1469
ENST00000222718	0	0	0	0	1	0
ENST00000222725	1	1	2	0	5	1
ENST00000222726	0	1	0	22	21	22
ENST00000222747	114	142	136	26	16	35
ENST00000222792	0	0	0	0	0	1
ENST00000222803	191	185	179	13	9	13
ENST00000222812	2	4	3	1	0	3
ENST00000222823	1	0	0	0	1	0
ENST00000222902	0	0	1.6702	0	0	0
ENST00000222969	906.01484	716.9652	640.71223	494.42347	123.37305	402.78806
ENST00000222982	0	0	0	2	0	2
ENST00000222990	465	450.99999	380.99999	557.07861	571.99998	872.12886
ENST00000223023	21.95785	32.58729	27	6	2.81362	8.91567
ENST00000223029	3545	3676	3468	3210	1951	3042
ENST00000223054	78.40738	100.425	65.82637	98.51008	84.6614	146.80348
ENST00000223073	92	141	107	43	9	45
ENST00000223076	25	13	20	1	2	1
ENST00000223084	11.46945	20.49118	26.71015	13	2.46166	23
ENST00000223095	1005	1047	842	2	0	3
ENST00000223127	291	303	205	84	35	113
ENST00000223208	210	230	188	90	56	75
ENST00000223215	1	0	0	0	0	0
ENST00000223273	1337	1230	1337	468	314	454
ENST00000223293	109	85	80	91	29	69
ENST00000223321	14664	14101	13584	6940	4041	6720
ENST00000223324	4020	3645	3659	2085	869	1665
ENST00000223336	576	502	406	237	112	200
ENST00000223361	0	0	0.77566	0	0	0
ENST00000223364	3	4	3	0	0	0
ENST00000223368	270	320	174	106	70	161
ENST00000223369	541	688	516	258	150.89691	230
ENST00000223423	3	2	0	2	0	1
ENST00000223428	22.89782	15.39472	0	0	0	1.95081
ENST00000223459	89	141.99999	83.78183	53	44.5	58
ENST00000223500	25.09038	3091.6744	92.22709	12.18567	2e-05	3e-05
ENST00000223517	1.77955	0	0.95373	0	0	4.87802
ENST00000223528	0	0	4	1	2	3
ENST00000223641	13745	13905	13474	10807	6662	9038
ENST00000223864	818	726	704	973	425	791
ENST00000224073	11972	11007	11114	17105	10345	14371
ENST00000224237	18200.99956	19009.99956	17220	558	367	452
ENST00000224337	29	40	33	15	7	23
ENST00000224356	0	0	0	20	22	29
ENST00000224652	2	5	2	5	0	3
ENST00000224756	2	1	1	0	0	0
ENST00000224784	3	8	8	0	0	0
ENST00000224949	75.90725	80.22017	76.64795	18.27934	2.10506	12.60932
ENST00000224950	2e-05	20.33329	141.84243	5.86026	0	161.99999
ENST00000225171	20	20	23	204	114	210
ENST00000225174	379	483	325	251	205	323
ENST00000225235	0	0	1	0	0	0
ENST00000225276	229	226	188	13	8	32
ENST00000225296	2	3	3	1	1	3
ENST00000225298	270.91944	384.24748	286.57928	254.62847	172.93901	274.52553
ENST00000225308	3096	3769	2749	1911	1392	2237
ENST00000225328	12.88255	16.53905	12.55024	6.22505	8	9.8183
ENST00000225388	22	31	27	2	0	4
ENST00000225394	1	0	0	0	0	0
ENST00000225430	65185	61132	57523	134696	71546	108382
ENST00000225441	1	0	0	0	0	1
ENST00000225504	0	0	0	3101.4395	1573.67422	2588.77482
ENST00000225519	40	39	31	41	21	38
ENST00000225525	1152.5	1555	1335.5	1613.3608	1206	1338.36078
ENST00000225567	29	25	23	8	12	14
ENST00000225573	6	13	15	1	0	0
ENST00000225576	0	0	0	0	0	1
ENST00000225577	182	180	130	29	17	46
ENST00000225603	228.85733	65.183	198.70838	209.76536	37.3363	375.64803
ENST00000225609	227	207	167	215	117	202
ENST00000225614	54	57	47	79	54	75
ENST00000225655	41024.43546	48515.08373	39372.99801	49780.08386	38402.47367	44791.05553
ENST00000225665	1126	1404	1066	2076	1583	2831
ENST00000225688	49	43	89	32.5	38	68
ENST00000225696	14	9	15	0	0	0
ENST00000225698	7149	8583	7013	7064	5047	7322
ENST00000225719	6	11	11	2	0	1
ENST00000225724	320	307	319	228	112	151
ENST00000225726	430.36844	519.6676	281.89162	172.99999	44.56872	19.39882
ENST00000225728	1603	1543	1471	1204	835	1145
ENST00000225729	979.99996	841.65921	669.70598	1388.99991	924.2886	2021.50002
ENST00000225737	9	11	6	7	1	6
ENST00000225742	1	5	1	1	0	0
ENST00000225777	1077	1493	1089	2010	1326	2341
ENST00000225792	3253	3905	3146	2180	839	2272
ENST00000225831	988	831	860	5	2	3
ENST00000225873	45	61	47	22	3	13
ENST00000225916	8	11.5	4.5	10.5	8.53342	20.5
ENST00000225927	18	30	27	16	10	14
ENST00000225941	0	0	0	0	1	0
ENST00000225964	49	46	34	0	0	0
ENST00000225969	3066	2900	2781	3480	2674	3088
ENST00000225972	895.07723	1237	854	625	526	758.21566
ENST00000225983	0	0	0	0	0.01518	0.04944
ENST00000226004	295	356	306	238	142	279
ENST00000226091	1	0	0	0	0	0
ENST00000226105	992	957	956	2867	1869	2601
ENST00000226218	68.66627	38.86775	36	1	0	0
ENST00000226225	143	182	150	47	38	67
ENST00000226230	764.41758	730	583	824.96646	667	517.05133
ENST00000226279	0	1	0	2	0	0
ENST00000226284	0	0	0	3.72976	0	0
ENST00000226299	17.14472	536	11.14995	0.77688	304	22.24122
ENST00000226317	179	159	165	38	12	34
ENST00000226319	5	11	8	5	1	4
ENST00000226444	10	8	12	9	5	22
ENST00000226522	0	0	1	0	0	0
ENST00000226524	34	33	32	0	0	0
ENST00000226574	1	1	0	3	1	1
ENST00000226725	0	3	2.88707	1.10668	0	0
ENST00000226760	38	40	23	23	6	32
ENST00000227135	26.95205	1e-05	0	232.85228	1e-05	211
ENST00000227157	35	25	29	16	6	9
ENST00000227214	88	76	96	156	72	204
ENST00000227266	1368	1163.90975	1072	933.92046	247.83672	912.3888
ENST00000227322	337	537	350	472	383	458
ENST00000227349	1	2	4	0	0	0
ENST00000227378	0.85615	0.56344	8.21581	16.80212	162.66571	1.25851
ENST00000227451	0	0	0	2	0	0
ENST00000227471	96.26986	177.27788	120.68319	81.31185	42.68893	153.90156
ENST00000227474	37.5	57.5	1e-05	34.5	18	24.5
ENST00000227495	12.2804	0	0	3	5	0
ENST00000227503	49.37956	18.9169	35.79294	29.1605	5.12147	2e-05
ENST00000227507	735	841	708	704	406	672
ENST00000227520	602.56821	747.4214	609.35259	1096.09756	677.40325	1215.09891
ENST00000227524	0	73.2097	0	0	5.56272	50.25084
ENST00000227525	399.93035	495.62542	420.39172	0	0	196
ENST00000227618	0	800.64454	461.66237	982.15089	136.96033	932.86553
ENST00000227638	79	138	102	52	30	61
ENST00000227752	0	0	2	0	0	0
ENST00000227756	60	70	67	28	10	38
ENST00000227758	23	35	23	7	1	23
ENST00000227868	15.9864	18.90191	17.2337	12.6028	0	16.65457
ENST00000227880	0	2	1	0	0	0
ENST00000228136	1367.41682	1015.4669	1367.51869	1163.92069	596.43056	247.70917
ENST00000228140	251	196.69964	249.27	0.00355	408.21356	393.22849
ENST00000228251	0	3.60697	11.43215	0.87748	0	23.06363
ENST00000228284	3	1	2	5	1	3
ENST00000228289	5	5	2	5	4	3
ENST00000228306	6403	6243	5394	14000	7731	13780
ENST00000228307	13	19	9	4	3	2
ENST00000228318	0	0	0.65095	0	0	0
ENST00000228347	6	9	7	5	1	3
ENST00000228437	7	18	10	3	2	6
ENST00000228438	86	71	76	6	5	8
ENST00000228463	0	2	0	0	0	0
ENST00000228495	44	60	53	26	10	30
ENST00000228506	801	750	615	628	604	572
ENST00000228510	49.93806	39.48381	58	25.29364	51.52932	98.79162
ENST00000228515	10	10	10	5	1	7
ENST00000228534	0	6	4	56	36	78
ENST00000228606	0	3.5	0	0	0	1
ENST00000228705	1	0	0	0	0	0
ENST00000228740	1056	1051	968	841	377	912
ENST00000228741	64	92	63	21	9	22
ENST00000228799	31	43	31	61	33	75
ENST00000228820	9	14	19	0	0	0
ENST00000228825	5e-04	6516.92038	2796.95723	0	0	0
ENST00000228827	970	1025	895	689	332	601
ENST00000228843	4	12	4	2	1	0
ENST00000228850	2	0	0	0	0	1
ENST00000228865	116	114	94	117	80	122
ENST00000228872	179	168	167	264	78	224
ENST00000228916	37	45	32	96	37	163
ENST00000228918	247	348	229	557	414	778
ENST00000228922	415	515	430	631	495	789
ENST00000228938	0	1	0	0	0	0
ENST00000228955	17	11	13	7	8	8
ENST00000229022	0.08325	0.04601	0	0	0	0
ENST00000229179	6.6741	39.84429	10.50645	10.17773	6.31093	13.96217
ENST00000229195	319	390.99998	281.28623	236	72.68323	197
ENST00000229214	659	756	710	0	149	293
ENST00000229238	7176	6477.60477	6286	8851	7034	7681
ENST00000229239	134694.99351	128580.99313	121362.99441	370054.97912	256749.98414	451744.97544
ENST00000229243	2	2	6	1	0	1
ENST00000229251	127	133	109	75	34	90
ENST00000229265	17	12	29	40	9	36
ENST00000229266	11	18	31	9.68196	0	5
ENST00000229268	8	5	7	7	6	26
ENST00000229270	12853.22908	12992.26126	11928.60783	33213.50288	27221.21501	41675.47826
ENST00000229281	4212	3713	3766	3929	2978	3727
ENST00000229304	0	1	0	12	12	27
ENST00000229314	208	249	199	410	215	329
ENST00000229328	125.07085	125.64182	116.41582	517.14133	266.1611	700.78219
ENST00000229329	177	285	208	317	181	364
ENST00000229330	17	20	21	2	1	9
ENST00000229340	102	142	86	99	51	99
ENST00000229379	33361	28926	28979	46529	29560	36546
ENST00000229384	0.18951	0	0	0	0	0
ENST00000229390	1655	1473	1000	658	742.99998	934
ENST00000229395	69	90	64	33	11	35
ENST00000229554	0	0	1	0	0	0
ENST00000229563	4994.99993	4787.99987	4547.99995	3111.76611	1882.99996	3048.99998
ENST00000229570	89	97	100	129	94	118
ENST00000229595	838	918	893	583	199	474
ENST00000229633	96	97	104	86	39	76
ENST00000229708	32	35	30	8	2	4
ENST00000229729	0	0	0	0	1	0
ENST00000229758	84	77	69	53	13	43
ENST00000229769	5	0.41386	1	1	0	0
ENST00000229794	24.76016	14.79536	14.79368	5	4	9
ENST00000229795	3	9	11	3	1	3
ENST00000229812	0	23.9772	4.91696	0	0	24
ENST00000229854	5	3	4	1	0	0
ENST00000229866	1	1	0	2	0	3
ENST00000229903	269	237	262	141	84	118
ENST00000229922	25.51538	0	33.42187	3.88743	1.92086	2.5424
ENST00000229955	1	2	1.38837	0	0	0
ENST00000229971	6	4	6	8	0	7
ENST00000230048	3457	2863.62963	2880.99993	1612	867	1274
ENST00000230050	97162	87395	84875	148771	97485	95979
ENST00000230056	450	395	348	221	91	170
ENST00000230085	1845	2349	1946	1586	814	1383
ENST00000230122	10	3	6	5	2	4
ENST00000230124	0	0	0	1.99194	0	0
ENST00000230173	0	1	0	0	0	0
ENST00000230321	0	0	2	0	0	0
ENST00000230340	0	69.81988	0	0	0	0
ENST00000230354	30.6933	13.60724	14.39999	9.11114	0	15.5
ENST00000230413	88	58	57	347	260	297
ENST00000230419	8	14	10	3	1	8
ENST00000230431	3317	3928	3290	2194	2063	2318
ENST00000230449	16	10	13	16	2	9
ENST00000230461	217	298	232	81	44	96
ENST00000230495	0	1	0	3	0	1
ENST00000230510	0	0	0	0.5	0	0
ENST00000230640	43	61	37	17	6	28
ENST00000230658	0	0	0	1	0	0
ENST00000230771	257	266	224	157	96	195
ENST00000230792	17.04283	0	4.85725	0	1	17
ENST00000230895	637	778	530	185	91	267
ENST00000230901	10	7	9	13	1	8
ENST00000230914	1	0	0	0	0	0
ENST00000230990	22	44	32	6	5	4
ENST00000231004	396.38011	423.87055	364.38364	4	1	3
ENST00000231130	2	1	6	0	1	0
ENST00000231134	36	64	43	0	0	0
ENST00000231136	0	0	1	0	0	0
ENST00000231137	9	5	2	2	1	4
ENST00000231173	49	30	30	0	0	0
ENST00000231198	551	557	538	650	355	533
ENST00000231238	693	825	701	392	176	359
ENST00000231368	4.38541	5.70047	7	0	0	0
ENST00000231461	9	7	10	13	4	19
ENST00000231498	3.91982	6.42094	7.80499	1.51064	0	2
ENST00000231512	412	426.5	705.99998	170	82	325
ENST00000231524	9	14	10	8	0	7.87656
ENST00000231526	20	20	18	8	6	8.83539
ENST00000231572	521	623	534	290	140	274
ENST00000231668	45	42	37	36	17	46
ENST00000231749	30	42	27	42	40	65
ENST00000231887	13	11	15	0	0	0
ENST00000232125	42	36	40	8	21	32
ENST00000232375	28	49	36	12	7	7
ENST00000232424	8	6	1	3	1	3
ENST00000232458	9	10	8	7	2	5
ENST00000232496	1031	1253	939	480	526	516
ENST00000232501	0	0	0	143.40713	0	0
ENST00000232508	100	95	78	118	84	179
ENST00000232519	12	8	18	2	5	8
ENST00000232564	37	56	30	0	0	0
ENST00000232744	95	91	72	123	62	156
ENST00000232766	25	33	30	15	14	21
ENST00000232888	275	399	287	271	288	330
ENST00000232892	1	1	1	0	0	0
ENST00000232905	2556	2324	2182	1558	780	1286
ENST00000232975	1	4	0	466	293	363
ENST00000233025	10079	10261	10167	7181	4079	5642
ENST00000233027	14	15	4	3	1	2
ENST00000233055	43	51	23	42	17	24
ENST00000233057	65	94	64	34	8	28
ENST00000233078	0	18.08759	5.66667	8.95014	0	5.74723
ENST00000233084	178.56102	222.33386	238.42331	112.63297	43.1137	118.91528
ENST00000233092	1.99107	8	8	8.95161	0	8
ENST00000233114	2195.87618	1472.75218	2041.69645	1662.90562	864.2675	1582.03965
ENST00000233121	113.99994	150.99996	126.99994	31.99998	12	45.99998
ENST00000233143	382564	354073	337188	435798	325484	327354
ENST00000233154	0	1.5	0.5	0	0.5	0.5
ENST00000233156	1105.57675	1175.99993	1057	483.09546	194	352.74916
ENST00000233190	270	314	249	218	67	188
ENST00000233330	24	36	24	6	6	6
ENST00000233331	0	0	0	363	0	460
ENST00000233336	0	2	0	0	0	0
ENST00000233379	168.06973	155.72775	147.89301	167.39725	109.31689	157.63351
ENST00000233468	16033.63632	13288.31312	13694.48867	14167.145	7507.29839	10992.4297
ENST00000233505	25	31	29	15	11	25
ENST00000233535	1	0	1	0	0	1
ENST00000233545	73.40577	177.65051	501.18443	5.25035	141.8187	455.53888
ENST00000233575	324.63652	466.18822	306.58568	596.97557	165.92803	503.74518
ENST00000233596	0	0	0	1070.30367	967.97384	1632.99995
ENST00000233609	39.36417	48.81068	15.93732	64.7512	27.23382	28.13661
ENST00000233612	35	47	36	17	11	9
ENST00000233615	647	758	667	809	647	917
ENST00000233623	0	11	0	12	0	6.0194
ENST00000233627	5103	4697	4695	4778	3711	4083
ENST00000233630	237	229.31987	243.35645	331.45272	42.56798	359.50696
ENST00000233668	78.30186	84.12751	56	123	84	143.19586
ENST00000233699	23	34	16	0	0	2
ENST00000233714	1	0	0	0	0	0
ENST00000233735	1	0	0	0	0	0
ENST00000233809	31	37	22	11	16	18
ENST00000233813	0	0	1	0	0	0
ENST00000233826	1	0	0	1	0	0
ENST00000233838	65	55	46	40	14	49
ENST00000233893	18695	14592	14760	9652	7461	9522
ENST00000234038	1106.91698	1014.15642	931.7798	1307.99998	775.60894	1300.14499
ENST00000234040	3	2	0	1	0	0
ENST00000234091	2	1	1	1	0	0
ENST00000234111	1e-05	0.0181	0.19365	0	4.83909	0.2312
ENST00000234115	73	97	67	80	43	58
ENST00000234170	1e-05	1e-05	0	0	0	0
ENST00000234179	7	9	6	1	0	2
ENST00000234198	1	4	4	1	0	0
ENST00000234256	22	13	11	3	3	12
ENST00000234296	0	0	0	0	17	30
ENST00000234301	5870.23629	6048.47726	5580.07252	7086.32352	3537	5819
ENST00000234310	3	5	4	1	0	3
ENST00000234392	2	17	5	0	0	0
ENST00000234420	10	24	13	4.96259	0	6
ENST00000234453	30	25	46	11	7	14
ENST00000234454	510.84218	739.00757	599.71341	539	388.8143	583.6922
ENST00000234590	6862.88861	19445.31126	16024.84127	24312.00337	2437.63607	37835.02434
ENST00000234626	0	0	0	0	0	6.08708
ENST00000234668	0	0.25077	0	0	0	0
ENST00000234677	2711	2727	2381	5412	3326	6451
ENST00000234827	35.97134	50.02878	36.19282	70.91563	19.00744	44.57263
ENST00000234875	16003.25657	15493.15987	14974.13213	19463.54509	18362.39987	18605.56655
ENST00000235090	618	650	579	936	546	1083
ENST00000235150	4	4	2	1	1	1
ENST00000235307	159	118	133	1	3	8
ENST00000235329	0	0	1e-05	1.4893	0	0.0184
ENST00000235345	21	26	14	6	4	11
ENST00000235382	78	70	62	316	136	351
ENST00000235521	150	150	134	335	154	237
ENST00000235532	46	54	72	89	52	104
ENST00000235835	865	1016	778	905	691	1195
ENST00000235878	0	2	0	4	0	2
ENST00000235958	0	0	0	2	0	0
ENST00000236017	193	210	197	148	78	194
ENST00000236040	0.05106	0	0	0	0	0
ENST00000236051	2649	3051	2609	3839	2099	3563
ENST00000236067	499	404	381	1009	617	1130
ENST00000236137	9	8	6	5	2	9
ENST00000236192	170.8298	191	171	109	35	132
ENST00000236273	1949	2070	1941	561	315	530
ENST00000236342	29	36	32	42	40	62
ENST00000236671	13384	14986	13107	4660	3012	7158
ENST00000236957	2610	2388	2094	3374	1541	2334
ENST00000236959	1558	1494	1274	2655	1457	3019
ENST00000236980	109	143	108	69	18	75
ENST00000237014	0	0	0	0	0	1
ENST00000237264	455	490	467	370	107	269
ENST00000237281	2	7	3	3	0	0
ENST00000237283	90	63	56	59	42	46
ENST00000237289	0	7	2	0	0	2
ENST00000237305	73	110	57	99	35	104
ENST00000237380	1640	1434	1272	2081	1158	1686
ENST00000237455	14	33	16	6	6	10
ENST00000237500	14423	13450	12939	11135	5890	9102
ENST00000237530	2180	2027	1772	850	298	961
ENST00000237612	5.27211	16	10	3	0	0
ENST00000237623	47	31	24	7	1	6
ENST00000237642	315	268	253	180	57	170
ENST00000237654	852.99997	1112.02443	960.99997	1054.99996	530	780
ENST00000237696	12	9	11	1	0	4
ENST00000237822	31.32776	34.01445	38.37871	30	16	33
ENST00000237853	43	58	56	12	4	19
ENST00000237858	1382	1011	1079	1526	701	1133
ENST00000237889	6910	6581	6385	3385	3167	3903
ENST00000237937	2	0	1	2	0	2
ENST00000238081	2219	2694	1949	1549	677	1557
ENST00000238091	200	265	175	27	22	32
ENST00000238112	563	631	549	430	202	365
ENST00000238138	25	31	17	4	7	5
ENST00000238146	20	23	26	15	5	17
ENST00000238156	26.95792	10.3178	17	16	4	6
ENST00000238256	0	0	0	0	0.5905	0
ENST00000238379	0	0	14	0.83284	0.97633	0.07444
ENST00000238477	40	52	40	37	13	37
ENST00000238497	162	175	120	78	13	70
ENST00000238561	45	54	48	33	20	56
ENST00000238609	3653	3445	3266	531.4079	372.71779	434.222
ENST00000238616	2	3	4	2	0	2
ENST00000238618	757.74675	638.08322	651	235.78778	324	499
ENST00000238628	12	25	13	23	6	25
ENST00000238633	134	129	110	161	109	144
ENST00000238647	688	5	675	21	400	287
ENST00000238651	172	187	160	110	103	159
ENST00000238667	22	15	12	1	0	3
ENST00000238682	10	10	17	6	1	0
ENST00000238686	0	0	0	1	0	1
ENST00000238688	1687	1464	1470	794	498	573
ENST00000238714	0	0	2.09884	0.55533	0.0986	0
ENST00000238721	577	550	578	114	72	117
ENST00000238738	9	7	7	3	10	7
ENST00000238788	61	94	35	30	30	51
ENST00000238823	222	216	185	79	35	82
ENST00000238831	1206	1430	1300	361	233	417
ENST00000238856	5.54555	7	4.5	3.67553	0.5	3.5
ENST00000238875	126	55	114	20	12	39
ENST00000238892	2905.58826	2298.65955	2396.09045	1168	813.58905	1016
ENST00000238936	0	2	0	1	0	1
ENST00000238961	0.5	2	1	0	0	0.5
ENST00000238994	56	54	60	12	3	7
ENST00000239007	13	11	10	5	0	7
ENST00000239144	0	0	0	3	3	5
ENST00000239151	2	2	1	5	10	10
ENST00000239165	0	0	0	988	593	646
ENST00000239223	17	24	8	6	6	18
ENST00000239231	69	85	80	48	20	53
ENST00000239243	55	42	42	37	22	57
ENST00000239367	5	7	2	1	1	0
ENST00000239374	0	3	1	0	0	0
ENST00000239440	0	0	0	0	0	1
ENST00000239444	59	42	28	10	10	13
ENST00000239446	27	23	31	8	7	3
ENST00000239449	29	24	36	13	20	15
ENST00000239450	7	6	7	6	11	3
ENST00000239451	0	0	0	0	1	0
ENST00000239461	0	0	1	0	0	0
ENST00000239614	1	3.5	2	0	0	0
ENST00000239666	1778.47489	1622.71702	1513.86421	3379.25446	1822.24961	2940.99556
ENST00000239830	8	7	3	2	6	5
ENST00000239859	6	11	4	3	1	3
ENST00000239860	9	4	13	4	7	2
ENST00000239878	980	859	866	1316	1068	913
ENST00000239882	8	4	6	3	3	4
ENST00000239891	529	469	461	617	367	562
ENST00000239906	22	23	16	13	5	10
ENST00000239938	40	41	26	23	7	30
ENST00000239940	587	538	451	198	64	219
ENST00000240050	32.0918	63.58636	54.03469	23.39835	0	37.33307
ENST00000240055	373.43968	229.67455	358.43245	92	27.76403	66.10545
ENST00000240093	4	1.98522	3.99221	2	0	0
ENST00000240095	0	0	0	1	0	0
ENST00000240100	82	136	97	109	89	154
ENST00000240123	0	0	0	0	1	3
ENST00000240139	5	3	3	1	1	3
ENST00000240159	5	0	2	1	1	0
ENST00000240185	601	567	477	257	73	231
ENST00000240285	14	6	13	68	26	51
ENST00000240304	125	169	129	44	24	58
ENST00000240306	14	13	16	12	5	9
ENST00000240316	88	118	95	52	11	57
ENST00000240333	2.83812	289.56237	4.00228	622.12577	161	4.16745
ENST00000240364	17	30	15	9	6	7
ENST00000240423	22	27	16	36	9	24
ENST00000240488	452	324	291	220	121	185
ENST00000240499	7	13	9	4	6	11
ENST00000240617	0	0	0	0	0	102
ENST00000240651	98	110	109	32	13	40
ENST00000240662	0	3	5	0	0	0
ENST00000240719	0	1	0	0	0	0
ENST00000240727	1.99998	0.99998	1	0	0	0
ENST00000240731	16	25	19	3	5	2
ENST00000240851	7e-05	7e-05	7.13573	6e-05	4e-05	0
ENST00000240922	493	502	447	209	127	161
ENST00000241041	1	2	2	7	2	9
ENST00000241051	114	148	112	33	6	64
ENST00000241052	664	681	636	188	50	197
ENST00000241071	0	1	0	0	0	0
ENST00000241125	0	1	2	1	0	1
ENST00000241261	111	94	97	21	13	29
ENST00000241337	198.84481	244.32291	126.92985	47.70511	25	51
ENST00000241393	0	0	0	1	0	0
ENST00000241416	19	28.81273	23	13	2	6
ENST00000241436	4	2	4	2	0	0
ENST00000241463	5	6	2	32	25	35
ENST00000241502	274	268	248	78	29	110
ENST00000241600	2112.67685	2581.78172	2116.19767	3922.2217	2522.87171	4505.05798
ENST00000241704	72	100	78	40	17	80
ENST00000242057	1	5	5	0	0	0
ENST00000242059	0	0	0	16.01691	0	0
ENST00000242104	0	0	0	1	0	0
ENST00000242108	0	0	5.5	5.5	0	8
ENST00000242159	0	0	2	14	5	10
ENST00000242208	0	4	4	5	3	5
ENST00000242209	96	135	103	19	9	23
ENST00000242248	22	13	10	19	8	31
ENST00000242257	448	441	381	257	104	265
ENST00000242275	114	97	95	28	15	22
ENST00000242310	0	0	1	0	0	0
ENST00000242323	4	3	0	2	0	0
ENST00000242351	16	21	20	2	1	5
ENST00000242465	414.9634	169	326.48878	0.5	0	0
ENST00000242480	0	2	1	0	0	0
ENST00000242505	1	4	2	0	0	0
ENST00000242577	8895	7648	7886	6029.96422	3309.87757	4529.20309
ENST00000242591	1	2	3	3	1	2
ENST00000242592	75	11.27852	72	82	95.46646	66.46033
ENST00000242607	6	4	2	0	0	0
ENST00000242719	99	138	87	113	37	114
ENST00000242729	7	3	8	0	0	0
ENST00000242776	1887	1951	1551	1524	1135	1783
ENST00000242783	1	4	0	13	7	19
ENST00000242784	2546	3173	2934	2222	2171	2458
ENST00000242786	15	18	15	10	2	9
ENST00000242810	19	25	10	17	4	8
ENST00000242819	1	1	3	0	0	0
ENST00000242827	584	598	355	693	407	1049
ENST00000242872	0	0.01356	0	0	1.35518	0
ENST00000243040	306	294	293	161	61	200
ENST00000243045	3613	3497	3386	5479	4006	4853
ENST00000243050	3	0	0	0	0	0
ENST00000243056	3	1	3	8	3	4
ENST00000243103	0	0	0	0	0	1
ENST00000243108	0.5954	0	1.25196	0	1.52769	0.79621
ENST00000243112	212	199	159	396	262	265
ENST00000243167	36	20	12	3	3	13
ENST00000243189	68	52	53	7	5	2
ENST00000243253	784.99793	977.00553	670.1941	388.84303	155	618.49715
ENST00000243286	139	3e-05	101.5	87.5	2e-05	64.37668
ENST00000243298	0	0	0	3	0	1
ENST00000243325	20	20	19	25	11	21
ENST00000243346	1001	992	985	893	414	788
ENST00000243347	0	1	0	0	0	0
ENST00000243349	1	2	0	0	0	0
ENST00000243389	9	3	0	3	2	3
ENST00000243440	5	8	8	243	262	270
ENST00000243498	340	340	292	145	83	158
ENST00000243501	643	767	665	681	407	488
ENST00000243563	863.26272	1117.52602	869.58062	1980	1420	2182
ENST00000243578	125	119	117	204	176	223
ENST00000243639	18	28	25	8	1	3
ENST00000243643	49	41	31	4	4	4
ENST00000243644	345	324	312	29	13	41
ENST00000243662	698	652	728	577	282	565
