GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
ENSG00000001626	0	2	2	0	1	1
ENSG00000001629	313.99999	193.00001	232.00001	620.00001	744	568
ENSG00000001630	736.00001	741	1105.00001	2150	1965	1942.00001
ENSG00000001631	328.99997	429.00002	507	1367.00001	1566.00002	1045.00001
ENSG00000002016	112.00001	93	128.99999	115.00001	112	126.99999
ENSG00000002330	1826.00001	1475	1289.00001	1085	1040	1148
ENSG00000002549	1113	1422	1641.00001	1921	1986	1866
ENSG00000002586	2027.00001	2055	2118.00001	2644.99998	3157.00001	2868.00002
ENSG00000002587	362	450	521.00001	140	149	156
ENSG00000002726	79	90	77	29	38	24
ENSG00000002745	6	16	9	0	2	0
ENSG00000002746	4	1	7	53	65	66
ENSG00000002822	841.00001	631.00001	629.00003	514	564.00001	501.99999
ENSG00000002834	6525.99999	3914.00001	4468.00001	2276	2297	2236.99999
ENSG00000002919	716.00001	826	820.99999	818	625.99998	772.00002
ENSG00000002933	0	4	0	0	1	0
ENSG00000003056	507.00001	951	987	941.99998	1110.00001	1036
ENSG00000003096	3	2	7	15	27.00001	22
ENSG00000003137	1	0	1	86	75	42
ENSG00000003147	701.00001	705.00001	1235.00001	141	165.00001	137
ENSG00000003249	950	726	717.99999	113	173	125
ENSG00000003393	99	114.00001	91	221.99999	263	212
ENSG00000003400	112	106	157	103	115	116.00001
ENSG00000003402	1273	1037.00001	1274.99999	2476	2220.00001	2290.99999
ENSG00000003436	1240.99999	1444	1890.99999	3968.99999	4295	3912.99997
ENSG00000003509	138	207.00001	211.00001	382.99999	459.99999	441.00001
ENSG00000003756	494	508	511.99999	570.99998	659.00003	629.00001
ENSG00000003987	1	0	5	11	9	5
ENSG00000003989	36	32	28	13	8	4
ENSG00000004059	7356.00001	7745.99999	8090	8987	10146.99999	9926.99999
ENSG00000004139	27	31	46	7	17	20
ENSG00000004142	1727	1308	1351	1653	1662.99999	1910
ENSG00000004399	345.99999	187.99999	198.99999	45.99999	53	48
ENSG00000004455	3469.99998	4845.99999	5399	5287	5511.00001	5390.00001
ENSG00000004468	1	0	7	0	2	1
ENSG00000004478	3673.00001	3113.99998	3253.00001	1227.00001	1352	1447.00001
ENSG00000004487	2083.99998	1980.99998	2337.00002	1976.00002	1837.00002	1756
ENSG00000004534	322.99999	268.99999	401	787	701	725
ENSG00000004660	87.99999	40	64	14	28	8
ENSG00000004700	73.99999	62	72.00001	254	307.00001	269.00001
ENSG00000004766	80.99999	102.99999	101	246.00001	276	248
ENSG00000004776	1	6	2	1136	1220	1311
ENSG00000004777	18	13	23	16.00001	13	12
ENSG00000004779	4069	4966	6860	8558	10335	8649
ENSG00000004799	19	21	20.00001	19	33	24
ENSG00000004809	0	0	0	0	1	0
ENSG00000004838	109	129	90.99999	53	70.99999	69.99999
ENSG00000004846	0	0	0	0	1	0
ENSG00000004848	0	0	0	5	6	7
ENSG00000004864	595.00001	380	463.00001	735	888	792
ENSG00000004866	161.99999	169	187.99999	308.99998	374	311.99999
ENSG00000004897	148.99999	121	217.99999	337	427.00001	359.99999
ENSG00000004939	2	0	0	2	2	3
ENSG00000004948	0	1	0	4	9	5
ENSG00000004961	393	450.99999	436.99999	826.99999	870	943.00001
ENSG00000004975	1047	430.99999	507.99998	368.99999	374.00001	358
ENSG00000005001	421.00001	516	464	1091	1014	985.99999
ENSG00000005007	860.00001	435.99999	672.99998	536	502.00001	375
ENSG00000005020	2133	1643.00001	2594.00001	3263.99999	4065	3216.99999
ENSG00000005022	24299.00001	37513	44397.99998	15864	20376	17912.99999
ENSG00000005059	265	377	442	1173.00001	1220	1275
ENSG00000005073	22	8	15	11	7	8
ENSG00000005075	4126	6226	7321	8185.99999	9681.99999	8558
ENSG00000005100	653	264	496.99999	376	474	369.99999
ENSG00000005102	3	4	1	0	1	1
ENSG00000005108	3	4	5	91	101	98
ENSG00000005156	611	675	746.00001	436	493.00001	455
ENSG00000005175	385.00001	387	424	561.99999	537	587
ENSG00000005187	290	324	353	135.99999	119.99998	122.99999
ENSG00000005189	53	35.00001	29	66	82.00001	58
ENSG00000005194	2260.00001	2818.00001	2588.00001	2013	1872	1940.00002
ENSG00000005206	392	283.00001	183.99999	295	321.99999	298.99999
ENSG00000005238	104	89	92.99999	93	99	88.99999
ENSG00000005243	52.99999	63.99999	54	270.99999	355	306.99999
ENSG00000005249	1	0	1	25	30.00001	27
ENSG00000005302	297	265.99999	419.00001	827	861	756.00001
ENSG00000005339	390	216	443	628	791	596
ENSG00000005379	8	5.99999	8.99999	7.99999	6	4.99999
ENSG00000005381	8	4	9	0	0	0
ENSG00000005421	0	1	0	1	1	0
ENSG00000005436	135.99999	214	287.99999	303.99999	301	293.00001
ENSG00000005448	5396.00002	5328.99998	5984.99999	2138.00001	2515	2294.00001
ENSG00000005469	142.00001	181	187.99999	562.99999	694	582
ENSG00000005471	3	2.99999	0.99999	2	3.99999	0
ENSG00000005483	359	320	442	1055	1181	1060.99999
ENSG00000005486	2452.99999	2769	2577.00001	1950	2045.00001	2012
ENSG00000005700	184.00001	155.99999	166.00001	558.99999	533.00001	496
ENSG00000005801	187.99999	201.99999	267	516	476.00001	451.00001
ENSG00000005810	150	80	158	149.99998	174.00001	191.00003
ENSG00000005812	67	42.99999	73	125	218.00001	117.00001
ENSG00000005844	0	1	1	1	6	4
ENSG00000005882	869.99999	951	893.99999	482	561.99999	558
ENSG00000005884	9373	5838	6862.99998	6563	5997.99999	6375
ENSG00000005889	119.00001	108.00001	159.99998	388.00002	402	331.00001
ENSG00000005893	1008.99999	1867	2013.99998	4893	5259.99999	4865.00002
ENSG00000005961	3.00001	5	8	38.00001	31	26
ENSG00000005981	0	1	1	2	2.99999	2
ENSG00000006007	722	591	888	918	1051	1028
ENSG00000006015	1407.99997	1356.00001	1568	596	663.00001	655
ENSG00000006016	15	20	25	17	29	22
ENSG00000006025	548	171.99999	211.99999	45	69	49
ENSG00000006042	4	6	8	62	64	73.00001
ENSG00000006047	282	203	241	57	72	80.99999
ENSG00000006059	0	0	0	3	0	0
ENSG00000006062	73	55	86	32	51	65
ENSG00000006071	1	0	0	0	2.00001	0
ENSG00000006116	0	0	0	4	6	2
ENSG00000006118	256.99999	166	193	239	223	236.00001
ENSG00000006125	2268.00001	1275.00001	1660	1646.00001	1818	1631.00001
ENSG00000006194	141	102.99998	125	150	150	114.99999
ENSG00000006210	1337	1181	1219	1298	1208.99999	962
ENSG00000006282	1918.99999	2020.99999	2023.99999	966.00001	1062.99999	969.99999
ENSG00000006283	5	7	5	4	0	2
ENSG00000006327	8423.00001	10279	10861	12610.99999	10212	13129
ENSG00000006377	19	11	7	0	0	0
ENSG00000006432	468	152.00001	389.00001	209	214	187
ENSG00000006451	1483.00001	1592	2114.99999	5323.99999	5213.00001	5390.99998
ENSG00000006453	1610.00001	1207.00001	1666	2621.00001	2608.99999	2526
ENSG00000006459	21	14	41	76	100	59
ENSG00000006468	91.99999	53.99999	50	114.99999	115.99999	85.99999
ENSG00000006530	169.99998	218.99998	277	481.99999	504	404.99999
ENSG00000006534	3274	2571	2551.99999	1818.99999	1799	1906.00001
ENSG00000006555	59	74	84	69	79	57
ENSG00000006576	108.99999	145.99998	162.99999	270.99998	348.00001	289.00002
ENSG00000006606	247	257	312	197	240	219
ENSG00000006607	384.00001	233	380	249.00001	288	261.99999
ENSG00000006611	148	149	121	8	13	8
ENSG00000006625	2134	2598.99998	3118	4910	5616	4945.99999
ENSG00000006634	356	346.00001	396	887.00001	1032.99999	985
ENSG00000006638	2	4	7	43	45	65
ENSG00000006652	679	975.99998	1055	2236	1903	2311
ENSG00000006695	396	346.00001	410	500	506.00001	471
ENSG00000006704	380.00001	202.99999	258.99999	304	278.00002	267.00001
ENSG00000006712	1343.00001	1231.99999	1244.00001	422	470.00002	450.99999
ENSG00000006715	801	592.99999	895.99999	2030.00001	1901.99999	2091
ENSG00000006740	27	16	34.99999	61	40	47.00001
ENSG00000006744	1490	897.99999	924.99999	731.00001	769.00001	886.99997
ENSG00000006747	42	30	62	147.00001	172	170.99999
ENSG00000006756	1645.00001	936	1367	581.00001	674	619.00001
ENSG00000006757	1469	2351.00001	2651	1636	1728.99998	1658.00001
ENSG00000006788	0	0	0	3	1	0
ENSG00000006831	502.00001	392.00001	536.00001	383.00001	472	442
ENSG00000006837	35	47.99999	61.99999	156	177	139
ENSG00000007001	1	2	3	4	0	6
ENSG00000007038	2713.99999	3211	3209	1799.99999	2009	1950.00001
ENSG00000007047	454	249	269.00001	55	77	52
ENSG00000007062	0	1	0	0	1	0
ENSG00000007080	5706.99999	6328.99999	6053	3100.99999	3345	3350.00002
ENSG00000007168	1817.00001	1263.99999	1488	1762	1852	1942.99999
ENSG00000007174	0	0	0	6	2	1
ENSG00000007202	718.00001	313.00001	412	429	402	442
ENSG00000007216	0	0.99999	0	0	0	0
ENSG00000007237	3	2	0	12	6	8
ENSG00000007255	1713	1529.00001	1732.00001	1205	1239	1256.00001
ENSG00000007264	12	1	4	42	29	30
ENSG00000007306	0	6	8	1	3	1
ENSG00000007312	0	0	1.99999	1	0	2
ENSG00000007314	0	0	0	8	11	11
ENSG00000007341	325.00001	338	420.00002	392.00001	376.00003	367
ENSG00000007350	0	0	0	1	1	0
ENSG00000007372	0	2	6	0	0	0
ENSG00000007376	692	546	545	383.00002	330.00001	354
ENSG00000007384	168.99999	89	105.99998	100	152.99999	100
ENSG00000007392	573.99999	593.99999	702.99998	859.99999	919.00002	792.99999
ENSG00000007402	5.99999	14	27	12.00003	4.99996	14.99999
ENSG00000007516	268	158	178.99999	35.00002	31.00001	22
ENSG00000007520	856	335	428.99999	461	578.00001	567
ENSG00000007541	320	255.00001	210.99999	234	267.99998	252
ENSG00000007545	118.99999	34	92	115	101	100
ENSG00000007866	294	187	246.00001	144	197	201
ENSG00000007923	648	605.00001	650.00001	541.99999	639	606.00001
ENSG00000007944	169.00001	122	169.00001	148.99999	183	189.00001
ENSG00000007952	15	17	19	22	16	15
ENSG00000007968	52	30	48	11	26	20
ENSG00000008018	6364	8154	9920.00001	8601	10057	9577.99999
ENSG00000008056	2	0	2	21	22.99999	44
ENSG00000008083	155	62	141.99999	190.99999	248	187
ENSG00000008086	36	20	53	68	93	67
ENSG00000008118	0	1	1	0	1	0
ENSG00000008128	673.00001	337	629.00001	769	1023.99999	748.99999
ENSG00000008130	433.00001	292.99998	303.00001	345	296.00001	304
ENSG00000008196	0	0	0	0	1	0
ENSG00000008197	0	0	1	0	0	0
ENSG00000008226	12	8	11	14	12	20
ENSG00000008256	311	182	273	304	278	274
ENSG00000008277	23	22	19	0	2.99999	1
ENSG00000008282	810	1085	1468	3249	3648.99999	3455.00001
ENSG00000008283	1404.99999	1168.99999	1459.00001	1684.00001	1932	1695
ENSG00000008294	481	214	356	621.00001	624	553.00001
ENSG00000008300	48	46	54	119	155	107
ENSG00000008311	14	12	15	22	24	31.99999
ENSG00000008323	221.99998	157	189.99999	38	43	54
ENSG00000008324	1084	1350	1309	2109	2468	2083
ENSG00000008382	698	370	382.00001	134.00001	169	148
ENSG00000008394	13784.00001	21167.00001	25952	17992.99997	20090.99999	17951.00002
ENSG00000008405	457	590	756.00001	1153.00001	1104	1256
ENSG00000008441	38	22	25	404	502.99999	373
ENSG00000008513	815.00002	918	1045.99999	316.99999	441.99999	346
ENSG00000008516	3	1	2	11	2	5
ENSG00000008517	82.99998	75	100	697.00001	680.00001	701.99999
ENSG00000008710	47	53	66	108	86.00001	130
ENSG00000008735	178	79	114.99999	121	112	97.99999
ENSG00000008838	1105	700.99998	781	496	558	461.00001
ENSG00000008853	372	275	302.99999	178	182.00001	182
ENSG00000008869	66.00001	50.99999	72	96	139	102
ENSG00000008952	3747	3203.99999	5081	9218.99999	10187.99997	7926.00002
ENSG00000008988	44897.00003	55806	83128.00001	68822.99997	91648.00001	71052
ENSG00000009307	2520	2264.99998	3086.99997	1821.00003	2071.00002	1798.00001
ENSG00000009335	533	421.99999	596.00001	1124.00001	1208.99999	917.00001
ENSG00000009413	61	49	40	91.99999	100	86
ENSG00000009694	2	3	7	0	4	0
ENSG00000009724	6	0	1	7.99999	7	2
ENSG00000009765	7	15.00001	31.00001	2	1	1
ENSG00000009780	66	56	77	101	96.99999	104
ENSG00000009790	2	1	1	1	4	2
ENSG00000009830	204	151	172	258	267	282.99999
ENSG00000009844	370	503	636.00001	739	900.00001	807.99999
ENSG00000009950	21.00001	17.99999	16	39.00001	32	41.00001
ENSG00000009954	1085	703	1261	2354	2586	1884
ENSG00000010017	78.99999	83	126	123	148.99999	113
ENSG00000010030	5	23	27	98	96.99999	88.99999
ENSG00000010072	80	81	118.00001	347	371	374.99998
ENSG00000010165	491.99999	497.00001	538	375	416	410.00001
ENSG00000010219	321	501	606	582	619	559.00001
ENSG00000010244	1599	2135	2339.00001	2879	2837.00001	2930.99999
ENSG00000010256	10703.99997	11224	10073.99999	10037.99999	10665	10479.00001
ENSG00000010270	462.00001	829	952.99999	1971	2341.99998	2185
ENSG00000010278	7575.99999	10595.99999	12778	10258.00002	12187.00001	9935
ENSG00000010292	2139.99999	1129	1319	488.00001	576	484.00001
ENSG00000010295	49	46	54	19	25	33.00001
ENSG00000010310	11	15	9	31.99999	37	47
ENSG00000010318	35.00001	36	44	117	138	126
ENSG00000010319	65	56	63	44	16	26
ENSG00000010322	340.00001	227	250.99999	213	270	172
ENSG00000010327	2	0	0	0	0	1
ENSG00000010361	124.99998	88.00001	59.99999	87	96.99998	84
ENSG00000010379	0	2	3	0	0	3
ENSG00000010404	2275.99999	2619	2993.99999	3359	4010.00001	3379.99999
ENSG00000010438	2075	2606	2827	846.99999	1049	937
ENSG00000010539	106	138	152	323	348.99999	263.99999
ENSG00000010610	0	0	0	1	0	0
ENSG00000010626	337	394	401	291.99999	298.00001	320.99999
ENSG00000010671	0	3.00006	0	1.00002	0	1
ENSG00000010704	22	19	31	149.99999	169.00001	153
ENSG00000010803	407	447	537.99999	269	295.00001	229
ENSG00000010810	174	108	182.99993	163.00001	203.00001	150.99998
ENSG00000010818	39	34.99999	63	92.99999	95.00001	70
ENSG00000010932	1	2	4	1	2	0
ENSG00000011007	458	375	524	645	700	718.99999
ENSG00000011009	2367	3306.99999	3263	2175	2457.00001	2374.00001
ENSG00000011021	55.99999	66.99999	65.00001	67	62	74
ENSG00000011028	278	94	125	477	512	435
ENSG00000011052	165	209	241	232	228	241
ENSG00000011083	0	2	0	0	0	0
ENSG00000011105	202.99999	195	233.99999	269	297.99999	250
ENSG00000011114	325	156.00001	249	354.99999	438.00001	365
ENSG00000011132	195	128.00001	104	192	189.00001	192.99999
ENSG00000011143	302	346.00001	354.00001	418.99999	460.99998	430.99999
ENSG00000011198	183.99999	245.99999	312.00001	833	1003.99998	932
ENSG00000011201	47	55	71	16.00001	17	15
ENSG00000011243	383	322	291	283.00001	308.00001	312
ENSG00000011258	104.99999	50.00001	83	80	71.99999	59.00001
ENSG00000011260	884	860	1036	935.00001	845.99999	931.00001
ENSG00000011275	723	654	996	1188	1700	1076
ENSG00000011295	533	518	579.00001	426	450.99999	422.99999
ENSG00000011304	15392.00003	10991.99998	13211	6913	8709	4708
ENSG00000011332	52	26	25.99999	28.99999	33	29
ENSG00000011347	201	91	154	180	211.99999	179.99999
ENSG00000011376	134	103.99999	166.00002	226	246	241.00001
ENSG00000011405	183	91.99999	112	247.99999	260	205
ENSG00000011422	1752.99999	2449	2469	2509	2736	2584.99999
ENSG00000011426	266.99999	145	213	352	474	407
ENSG00000011451	336.00001	156.99998	225	216.99996	254	172
ENSG00000011454	219.00001	123.99999	184.99999	240	251	215
ENSG00000011478	350	359	443	236	250.99999	234
ENSG00000011485	244	271.00001	209	270	252	289
ENSG00000011523	197	188.99999	230.00002	387.99998	418	350
ENSG00000011566	112	118	150.00001	276	252.00001	258.00001
ENSG00000011590	0	1	0	0	0	0
ENSG00000011600	3	0	0	0	1	3
ENSG00000011638	787	1034.00001	1360	2664.00001	2964.99999	2781.99999
ENSG00000011677	52	43.00001	38	0	0	0
ENSG00000012048	175.00001	185.99999	196.00001	417.00001	464.00003	454.00002
ENSG00000012061	2550.00001	3038.99999	3017.99999	750.00002	774.99999	766.99999
ENSG00000012124	132.99998	198	197.99999	25.99999	41.99999	26
ENSG00000012171	245	114.99999	142.00001	205	178	243
ENSG00000012174	73	79.00001	84	256	286	278.00001
ENSG00000012211	386.99999	230.99999	338.00001	404	429	432.99999
ENSG00000012223	0	0	0	3	1	2
ENSG00000012232	248.99999	153.99999	211.00001	248.00002	254	234.00001
ENSG00000012504	2	2	1	1	2	5
ENSG00000012660	774	918.99999	1172	897.00001	1067	972.99999
ENSG00000012779	126	200.99999	202.99999	16	11	7
ENSG00000012822	285.00001	317.99999	299	290	386.00002	311.00001
ENSG00000012963	170	198.99999	206	696	899.00001	685
ENSG00000012983	175.99999	139.99999	182.99999	241.00001	267	238
ENSG00000013016	39	33	26.00001	15	10	16
ENSG00000013275	2375	2993	2997	1529.00001	1772.00001	1726
ENSG00000013288	180	143	199.99999	167	203.99999	180
ENSG00000013297	3	1	1	36	38	44
ENSG00000013306	5621.00001	5594.99999	5699	5701.00001	6184	7141.99999
ENSG00000013364	2969	2175	1950	2142.99999	2408.99999	2242.99999
ENSG00000013374	856	792	1022	1307.99998	1449.99998	1231.00001
ENSG00000013375	146	167	192.00002	487	488	517
ENSG00000013392	55	91	96	162	132	162
ENSG00000013441	218.99999	316.99999	324.00001	325	284.99999	328.00001
ENSG00000013503	84.00001	93	151	121.00001	99	87
ENSG00000013523	513	317	413	446	441	461
ENSG00000013561	171.99999	227	251	729	773.00001	655.00001
ENSG00000013563	470	569.00001	627.00001	718	721.99999	696
ENSG00000013573	975	621.99998	685.99997	223	249.99999	197.99999
ENSG00000013583	1342	1391.99999	1703.99999	977.00001	1031	1077.00001
ENSG00000013588	2860.99999	2457.99999	3139.99999	1328.00002	1592.99999	1239
ENSG00000013619	91.99998	97	70.00001	22.99999	30	29
ENSG00000013725	0	1	4	0	0	1
ENSG00000013810	1453	822	1114	671	804.00001	654
ENSG00000014123	239	273	304	596	636	543
ENSG00000014138	272	243	225.99999	139	224.99999	183.99999
ENSG00000014164	274	132	164	83	130	109
ENSG00000014216	4813	4460	3841	3124	3532.00001	3099
ENSG00000014257	32	46	60	937	148	857
ENSG00000014641	3014.00003	4520	4989.00001	5939	6545.00003	6107.99999
ENSG00000014824	393	450.99999	549	996	1070.00001	989
ENSG00000014914	57	60	59	137	115	103.00001
ENSG00000014919	554.00001	616	791	888	999	1004
ENSG00000015133	172	126	204.00001	152.99999	224	152
ENSG00000015153	613.99998	296.99999	668.99999	729.99999	837.99999	662.99999
ENSG00000015171	99	93	128.99999	443.99999	504.99999	402.99998
ENSG00000015285	4	1	2	8	5	4
ENSG00000015413	12	26.99999	22	2	1	1
ENSG00000015475	123	161.00001	247	738.99999	755	754.00001
ENSG00000015479	967.99999	977.00001	1130	1797.00002	2203.00002	1639.99999
ENSG00000015520	0	1	1	4	3	2
ENSG00000015532	458.99999	257	398	232	240	198
ENSG00000015568	52	47	65	75	96.99999	63
ENSG00000015676	1484	1017	1040.00001	1424	1570	1317
ENSG00000016082	0	0	1	0	2	0
ENSG00000016391	146	72.99999	112.99999	51	77.99999	40
ENSG00000016402	7.00002	1.00002	2	13	8	7
ENSG00000016864	154	204	232.99999	663	679.99999	754.00001
ENSG00000017260	199	220.00001	264.00001	575	666	503
ENSG00000017427	68	66	93	9	10	6
ENSG00000017483	2	0.99999	0	16.00001	24	19.99999
ENSG00000017797	1232	852.00001	1502.00001	1782.99999	2821	1995
ENSG00000018189	114	82	162	151.99999	190.99998	140
ENSG00000018236	59.99999	61.99998	96.00001	11.99999	3.99999	12
ENSG00000018280	65	50	69	121	130	116
ENSG00000018408	710.00001	758	891	1605.99999	1659.99999	1535.99999
ENSG00000018510	687	723.00001	983	1326.99999	1456.00001	1192
ENSG00000018610	861	697	1042.00001	709	833	650
ENSG00000018625	6	4	4	10.00001	8	7
ENSG00000018699	217	182	215	392	401	388
ENSG00000018869	13	37	33	345.99999	437	415
ENSG00000019102	3	1	3.00001	2	14	3
ENSG00000019144	641.99997	303.99997	364	388	475.99999	360.99998
ENSG00000019169	1.99994	6	11	4	3.00002	6.99998
ENSG00000019186	183	265.99999	255	770	826	642
ENSG00000019485	25.99999	13	16	26	35	19
ENSG00000019505	34	46	39	1	0	0
ENSG00000019549	63	67	98	468	500	545
ENSG00000019582	134	308	246	7694.99999	7568	7536
ENSG00000019991	27	26	30	0	1	0
ENSG00000019995	96	36	57	123	144	105
ENSG00000020129	188	109	126	215	211	184
ENSG00000020181	2	6	4	2.00002	4.99998	1.99998
ENSG00000020256	221.99999	206.99999	285	333	409	367
ENSG00000020426	1125	1212	1491.00001	3439.99999	3676	3296
ENSG00000020577	178	80	160	189	187	164
ENSG00000020633	0	0	0	0	1	2
ENSG00000020922	433.99999	329.99999	475.00001	386.99999	450	397.00001
ENSG00000021300	390.99999	517	513	214	198	216
ENSG00000021355	4583	6620	7896.99999	5047	5148.99999	4792.00001
ENSG00000021461	0	1	0	0	0	1
ENSG00000021488	0	6	2.00002	1.00002	0	2
ENSG00000021574	129.99999	100.99999	143.00001	230	230	215.00001
ENSG00000021645	1	2	3	1	1	2
ENSG00000021762	128.99999	66	83.99999	62.99999	70.00001	73.99999
ENSG00000021776	300	166	226	342	325	261.99999
ENSG00000021826	4.99998	1.00002	4.99998	57.99998	72	49.99999
ENSG00000022267	26	28	37.99999	151.99999	184.99999	173
ENSG00000022277	2546.00002	3294.99999	3736.99999	3875.99999	4345	4271
ENSG00000022556	4	0	3	0	3	1
ENSG00000022567	50	40	43	30	30	17
ENSG00000022840	1120.99999	723.99999	812	659	712	706.99999
ENSG00000022976	52	43	54	80.99999	88.00001	90
ENSG00000023041	99	161.00001	179.00001	733.99999	899.00002	758.00002
ENSG00000023171	2	3	2	26	21	36.00001
ENSG00000023191	4439.99998	5619	4894.99996	4346.00001	4454.99998	4169.99999
ENSG00000023228	1791.99999	2317.00001	2649.99999	3234.99999	2758.99999	3271
ENSG00000023287	359	267	397	693	928	493.99999
ENSG00000023318	1015	1629	1972.99999	2815.00002	3028.00001	2817.00001
ENSG00000023330	1124.99999	1423.99997	1277.00001	1108.00001	1167.00001	1166.00002
ENSG00000023445	306	390	589	166	157	128.00001
ENSG00000023516	121.99999	87.00001	147	122.00001	179.00001	119.99999
ENSG00000023572	547	639	925	1230	1148	1345
ENSG00000023608	443	535	713	2496.99999	2531	2407
ENSG00000023697	1808.00001	2318	2874.99999	1505	1742.00001	1621.00001
ENSG00000023734	2205	3401	4218.00001	3330	3932	3805
ENSG00000023839	295.00001	207	358.00001	7	10.00001	3
ENSG00000023892	202	180.99999	145.99998	188.00001	179	197
ENSG00000023902	79	44	55	146	174	131
ENSG00000023909	257	112	225	172	228	173
ENSG00000024048	106	122	178	285	259	222
ENSG00000024422	4499.99999	2216.99999	2461	3187.99999	3270.99999	2649.00001
ENSG00000024526	389	402	442	264.00001	312.00001	303
ENSG00000024862	258	342	441	618	653	615
ENSG00000025039	46	40	45	49	50	36
ENSG00000025156	42	71	84	130	142	139
ENSG00000025293	1159.99999	984.99999	1585.00001	1805.99999	2248	1796
ENSG00000025423	10	18	29.99999	401.99999	377.99999	338.99999
ENSG00000025434	321.99999	366.99999	363	323.99999	327.00002	315.99998
ENSG00000025708	463.00002	348	337.99998	1081.00001	868	1080.00001
ENSG00000025770	1792.99999	613.00001	595.99998	385	462.99999	442
ENSG00000025772	1380.00001	1970	1790.00001	1528.00001	1535.00001	1744
ENSG00000025796	564.00002	478.99999	557	974	1109.99999	1077.00001
ENSG00000025800	786	465	934	767	881	765
ENSG00000026025	954	736.00001	981.00001	28830.00001	30869	29588.00001
ENSG00000026036	2	82.00001	114	91	100	49
ENSG00000026103	22	46.00001	56	317.99999	269.00001	307
ENSG00000026297	659	565.99999	625.00001	610	563.99999	756
ENSG00000026508	1813.00001	1814.00003	2030	4544.00001	5273.00002	4817.00002
ENSG00000026559	0	1	2	3	1	3
ENSG00000026652	116	97	134	187	209	177
ENSG00000026751	225.99999	256.00002	299.99999	153	150.99999	142.00002
ENSG00000026950	96	93	153.99999	170	193	157
ENSG00000027001	518.99999	535.99999	506	623.99999	695.99999	572.99999
ENSG00000027075	154	142	181	229.00001	284	252
ENSG00000027697	137.99999	263	307	1267.00001	1153	1170.00001
ENSG00000027847	440	391.99999	377	319	307.99999	344
ENSG00000027869	33	41.99998	25	73.00002	81	70.00001
ENSG00000028116	385.00001	499.00001	615.99999	734.00001	740	745
ENSG00000028137	50.99999	39.99999	45.00002	6	17	11
ENSG00000028203	780	1473.00001	1581	1414.00001	1197	1350
ENSG00000028277	17	9	12	0	1	7
ENSG00000028310	1385.00001	717.00001	1382	1000	1268.00001	939.00001
ENSG00000028528	609.99998	601	647.99999	897	1020.99999	915
ENSG00000028839	234	377	514	672.00001	734	746.00001
ENSG00000029153	279	199.99999	326.00001	225.99999	275.00001	242.00001
ENSG00000029363	540	352.00001	438.99999	741	846	750
ENSG00000029364	186	195	304.99999	783	911.99999	763.99999
ENSG00000029534	2	0	0	39	48	32
ENSG00000029559	43	48	75	0	0	0
ENSG00000029639	760	1126	1250.00001	687	667	660.00001
ENSG00000029725	471.99999	512	929.00001	1577.00001	1812.00001	1668.00001
ENSG00000029993	3792.99999	4727	5207.99999	3107.00001	4613.00001	3453.00001
ENSG00000030066	286.00001	256.99998	370.99998	467.00001	424	525.99998
ENSG00000030110	478	711	615	590	637.00001	641
ENSG00000030304	0	0	0	1	0	1
ENSG00000030419	56	15.99999	37	48.99999	50	39
ENSG00000030582	6741	9432	8867	16569	19017.00001	16363.00001
ENSG00000031003	42.00001	47	52	161	157	135
ENSG00000031081	0	3	6	86	127	87
ENSG00000031691	101	94	131	125.99999	175	123
ENSG00000031698	9824.00001	11179.00001	11241.00002	4372	4871	4574.99999
ENSG00000031823	339.99999	274.00001	252	327.99999	412.99998	403.00001
ENSG00000032219	169	142.99999	224	473.00001	533.99999	436.00001
ENSG00000032389	722.00001	1052.00001	1078.99999	1187.00001	1137.99999	1184
ENSG00000032444	1216	693.99999	614.99999	726.99999	726	615
ENSG00000032742	93	82.99999	112.00001	304.99999	293.99999	255
ENSG00000033011	715	664.00001	562.00002	627	634	747
ENSG00000033030	173	193	246.99999	289	309	295
ENSG00000033050	1520.00001	1514.99999	1339.00001	1426.00001	1621.99999	1502
ENSG00000033100	350	256.00001	328	609	594.99999	633.99999
ENSG00000033122	0	0	1	5	0	0
ENSG00000033170	384	318.99999	408.99998	690	946	716
ENSG00000033178	139.00001	110	172	696.00001	628.99999	561
ENSG00000033327	361	181	246	34	32	21
ENSG00000033627	586.99999	300.00002	357.00002	277.99999	317.99999	241
ENSG00000033800	102	111	155	255.99999	294	268
ENSG00000033867	121.99999	73.99998	113.99998	369	332.99998	300.99999
ENSG00000034053	24.00001	4.99999	22.99993	6	4	7
