R1_H1975 R2_H1975 R3_H1975 R1_HCC827 R2_HCC827 R3_HCC827
SLC25A5-AS1-207 2 0 2 1 0 0.5
LINC00630-215 1 5 1 0 0 0
DDHD1-DT-224 1 3 0 0 0 1
LINC01128-225 4.7958 3.73641 3 1 1 0
ENST00000668543 0 0 0.95498 0 0 0
LINC01193-231 2 0 2 0 0 0
LINC02798-205 0 0.5 0 0 0 0
LNCRNA-IUR-212 3 3 1 0 0 0
CRNDE-224 25 25 19 3 4 0
LINC00662-269 1 1 0 1 0 0
ENST00000668564 11 10 15 1 5 0
SLC12A2-DT-230 21 22 27 10 4 11
SNHG15-214 32 36 28 13 0 9
LINC01418-207 0 0 0 0.42375 0 0
JPX-269 0 0 1 0 0 0
UBAC2-AS1-205 1 0 3 0 0 4
ENST00000668604 1 0 0 0 1 0
KRT10-AS1-206 7 3 5 1 5 2
ENST00000668632 21 32 30 23 16 13
PDK4-AS1-214 0 0 1 0 0 0
LINC00471-202 17 10 23 1 7 4
ENST00000668656 2 1 1 0 0 0
LINC01120-208 0 0 1 0 0 0
LINC02021-207 0 1 0 0 0 0
C22orf46P-206 1.4026 0.01647 0.66337 0 0 0
LINC02028-253 0 0 1 0 0 0
NUTM2A-AS1-233 8 11 3 0 3 3
ENST00000668682 0 0 0 2 0 0
ENST00000668696 0 0 0.55357 0.66441 0 0
LINC01273-208 3 1 0 0 3 0
LINC00881-219 2 3 4 14 11 19
LINC01748-222 6.31294 4 8.35692 11.40736 3.49147 4.205
NUDT16-DT-208 0 0 1 0 1 0
PYDC2-AS1-227 30 18 12 0 0 0
LINC00877-222 2 0 0 1 0 0
ENST00000668766 10 5 11 4 0 2
LINC00665-223 22 27 26 4 0 5
LUCAT1-260 2 3 4 1 0 0
MIR100HG-281 8 11 9 2 0 1
ENST00000668783 0 0 0 0 0 1
FAM27C-223 13 13 15 3 1 0
DRAIC-251 0 1 0 0 0 1
LINC00863-205 0 1 0 0 0 0
ZBTB47-AS1-205 0 0 1 0 0 0
SRSF6-204 28 22 16 10 1 10
PTPRG-AS1-222 0.5 1 0.77167 0 1 1.5
FAM182A-216 0 0 0 1 0 0
SATB2-AS1-207 19.85982 35.92502 0 2.4777 0 6
LINC01705-207 0 0 1 0 0 0
LINC00484-211 0 0 1 0 0 0
EIF2AK3-209 3 7 6 2 2 2
UBAC2-AS1-206 2 6 0 2 2 5
LINC00702-215 1.2634 0.5 0 0 0 0
LINC00702-216 11.5 6 15 3 1.5 3
ENST00000668894 1 1 0 0 0 0
ENST00000668896 0 1 0 0 0 0
LINC02987-228 4 0 2 0 0 0
ENST00000668911 0 1 2 0 0 0
LINC00963-259 1 4 2 0 0 0
FRMD3-AS1-204 0 0 1 0 0 0
LINC00662-270 2 2 0 0 0 0
OBSCN-226 0 0 0 0 0 0.36819
ENST00000668945 0 1 0 0 0 0
ENST00000668948 9 4 1 0 4 2
RALY-AS1-207 292.61265 237.95433 262.50205 163.34794 180 148.65085
HCG18-267 4 1 7 7 10 12
MORC2-AS1-206 0 0 0 2.90315 1 1
NNT-AS1-208 0 0 0 0 0 1
AP3B2-229 0 2 0 0 0 0
ENST00000669010 0 0.97848 0 0 0 2
LINC00960-209 86 121 131 43 36 41
ENST00000669016 0 0 0 0 0 1
NIFK-AS1-213 1.48947 1.16335 9.01804 3.24612 22 2.85705
PAX8-AS1-230 2 0 1 5 3 3
SNHG17-281 5 5 3 0 0 6
SCAT1-233 5 4 1 0 0 0
MIR4435-2HG-265 0 1 0 0 0 0
ASB16-AS1-209 0 0 3 3 0 1
RAB30-DT-216 16.96626 23.96034 1e-05 2.91615 0 7.21205
CCDST-218 1 0 0 0 0 0
STX18-AS1-217 0 0 1 0 0 0
LINC00863-206 3 6 8 1 0 0.32431
SNHG11-234 6 27 10 10 3.5 14
LINC00963-260 8 15 4 7 6 10
ENTPD1-AS1-228 0 4 0 0 0 0
ANXA2R-AS1-209 0 0 2 2 0 0
LINC00882-265 0 1 0 0 0 0
THORLNC-207 5 5 4 4.25468 0.74964 5
ENST00000669127 1 0 1 0 0 0
LINC03011-205 48 58 42 6 4 4
PVT1-359 4 8 5 2 7 2
SNHG17-283 0 0 0 0.46745 0 0
JPX-270 13 5 7 3 5 1
ENST00000669152 37 45 41 45 19 31
LINC01767-206 0 0 0 2 0 2
SNHG5-275 4 11 3 2 1 0
ZNF667-AS1-216 20.42325 0 1.41368 0 0 0.40241
PRKAR2A-AS1-207 0 0.95008 0.43688 0 0 0.76209
JPX-271 0 0 0 0 27 0
DDX11-AS1-204 0 0 1 1 0 0
ENST00000669190 3 3 3 0 0 0
LINC00667-236 0 1 0 0 0 1
ENST00000669199 0 0 0 4 0 0
LINC01278-231 1 1 0 1 0 1
SNHG11-235 0 0 1.75428 2 0 0
LGALSL-DT-203 0 1 5 0 0 1
LINC00963-261 0 0 2 0 0 0
KLF3-AS1-216 0 2 0 0 0 0
DRAIC-253 1 0 0 0 0 1
APRG1-214 0 0 1 0 0 0
NR2F1-AS1-267 2 2 2 0 0 0
ENST00000669245 37 21 25 0 0 0
GAS6-DT-203 9 6 3 2 0 0
COLCA1-206 0 0 0 0 0.5 5
LINC02532-240 0 0 0 0 0 1
DLGAP1-AS1-207 1e-05 7.41661 0 0 1.56913 1.29388
PVT1-360 1 1 0 0 0 0
LINC02609-220 0 0 1 1 3 1
ENTPD1-AS1-229 0 0 0 1 3 0
LINC01088-215 1 0 0 0 0 0
JUN-DT-205 5 6 8 2 0 2
TMEM51-AS1-206 0 0 0 0.54586 0 0.31156
LINC01220-204 10 3 8 8 3 0
SNHG11-236 0 2 0 2 0 0
TMEM161B-DT-253 1 3 1 0 1 0
CD27-AS1-215 2.33661 0 1 0 1.33124 0.4496
ENST00000669358 0.91163 0 0 2 0 0
LINC00862-206 0 0 0 0 0 1
PYDC2-AS1-228 2 0 0 0 0 0
FBXO38-DT-214 0 2 0 0 0 0
ZNF594-DT-208 0 0 0 1 0 0
ABCB7-216 1 2 1 1 0 1
MRPS9-AS1-204 1 0 0 0 0 1
SNHG5-276 0 2 0 0 0 1
PVT1-362 36 33 32 11 1.96662 11
LINC01278-232 284 259 245 148 81 121
SNAI3-AS1-211 1 0 0.75247 1 0 1.43123
ENST00000669435 5 2 5 1 0 1
ENST00000669438 6.63917 5 2.56347 0 0 0
ENST00000669440 1183 1068 1000 373 290 291
ENST00000669444 18 15 13 8 2 5
LERFS-219 0 0 0 2 0 0
RAB30-DT-217 20 22 19 16 10 20
LINC03060-217 0 1 1 1 0 0
MCM3AP-AS1-214 2 3 6 2 1 2
LINC01886-208 1 1 2 0 0 0
HAGLR-217 0 1 0 0 0 0
ENST00000669498 1 2 0 2 0 1
LINC02987-229 13 7 6 6 4 7
LINC01091-226 0 0 0 0 0 2
ENST00000669511 0 0 0 42 13 22
MIR4435-2HG-266 2 3 4 1 1 3
ZNF75A-211 114 128 112 24 7 45
LINC01515-240 0 0 0 2 0 0
AFDN-DT-206 5.12166 6 7 36 10.01441 27
LINC02864-210 0 0 0 1 0 1
PTPRG-AS1-224 0 2 0 0 0.29869 0
MAGI2-AS3-245 1 4 1 0 0 0
NRAV-203 21.39694 47.24624 1.91896 0 0 13.45475
PCBP1-AS1-439 0 1 0 0 0 0
MID1IP1-AS1-202 0 1 0 0 0 0
LINC02693-227 1 1 2 1 0 0
RNF139-DT-204 0 0 0 0 0 1
METTL14-DT-213 0 1.9975 0 0 0 0
LINC00467-226 0 0 3 0 0 0
LINC00882-267 1 0 1 0 0 0
C10orf95-AS1-212 11 10 7 3 0 0
ENST00000669632 2 1 1 0 0 0
CYP4F26P-208 0 0 1 0 0 0
LINC00858-209 0 0 0 0.95247 0 0.33071
HCG25-224 0 3 2 0 0 1
ENST00000669651 1 3 0 0 0 2
APOA1-AS-202 0 0 2 0 0 0
LINC01315-205 2 3 3 2 0 1
MIR4458HG-211 270.06517 738.47937 108.38498 25.2851 8.84572 0
KIF23-AS1-206 0.34647 0 0 0 0 0
PALM3-203 6 4 3 13 26 18
LINC01270-213 3.13723 2 0 1 6 5
ENST00000669677 2 1 1 0 0 0
SNHG5-277 38.22341 21.26772 24.60233 0 0.24977 0
LNC-LBCS-229 2 0 0 0 0 0
OLMALINC-235 2 0 4 0 0 0
USP2-AS1-216 18 13 6 2 0 3
ZBED5-AS1-209 1 0 1 2 0 0
ENTPD3-AS1-219 1 0 2 1 0 3
ENST00000669710 0 0 1 0 0 0
LINC03141-204 2 0 1 0 0 1
DUBR-231 1 0 4 0 0 0
ENST00000669726 308 255 231 464 294 291
LINC03011-206 61.85764 43.92517 30.03861 24.62831 14.99525 12.15119
LINC01275-205 2 5 13 17 6 8
EPCIP-AS1-213 0 0 0 1 0 0
FAM27C-224 4 2 1 2 0 0
LINC01409-231 0 1 2 0 0 0
LINC00240-216 1 0 0 0 0 0
TMC3-AS1-219 1 0 0 0 0 0
LINC01322-231 0 0 0 2 5 0
LINC00355-204 0 0 0 1 1 1
PCBP1-AS1-440 0 0 2 0 0 0
SNHG14-325 1 0 0.2655 0 0 0
TRG-AS1-205 1 0 0 0 0 0
SNHG5-278 39 46 37 2 0 0
LINC02987-230 0 0 0 1 0 0
ENST00000669835 1.66981 1 2 0 0 1
ENST00000669836 0 0 2 0 0 0
ENST00000669838 1 1 0 0 0 0
LINC00632-229 14.5 13 15 0 0 0
SCAT1-234 2 0 2 0 0 0
SIRLNT-205 0 0 0 1 0 0
IGFL2-AS1-213 1 0 0 0 0 0
GRASLND-224 0 0 1 0 0 0
FAM27C-225 1 5 1 0 0 0
ENST00000669876 2.3764 0.04752 0.57503 0 0 0
AP3B2-230 1 0 0 0 0 0
ENST00000669883 0 2 1 0 0 0
PYDC2-AS1-229 3 7 6 0 0 0
LINC00885-206 5 1 2 0 0 0
LINC02987-231 2 0 0 0 0 0
MIR4435-2HG-269 0 1 0 0 0 0
LINC01128-226 19 15 6 4 1 2
RASSF8-AS1-217 0 1 0 0 0 0
ENST00000669943 1 9 1 0 0 0
GATA2-AS1-204 4.85907 0 0.79395 4.82556 0 0.98566
CASC9-206 0 0 1 843 292 721
DISP1-218 10 11 7 15 3 4
SNHG11-237 0 0 1 0 0 0
LINC01393-208 33 37 39 13 5 5
ENST00000669991 0 0 1 0 0 0
ENST00000669992 0 2 0 2 0 0
LINC00887-219 0 0 3 0 0 0
WARS2-AS1-209 0 1 0 0 0 0
ENST00000670012 13 17 18 4 1 7
ENST00000670017 0 1 0 2 1 0
ZNF529-AS1-205 3 1.71594 3 0 0 0
LINC02609-221 1 0 0 0 0 0
ENST00000670029 3 5 3 2 3 4
NTRAS-213 0 2 0 0 0 0
SNHG17-286 1 0 0.88116 0 0 0
LINC02154-203 113 148 136 7 0 2
ENST00000670058 13.70752 7.33729 6.82055 0.64753 2.69376 6.0208
C10orf95-AS1-213 0 0 0 1.30445 0 0
ATP13A3-DT-209 2 1 0 0 0 0
MFF-DT-220 0 1 0 1 0 0
TNFRSF10A-DT-204 76 56 88 52 44 32
FAN1-227 1 0 0 0 0 0
ERICH6-AS1-205 0.02787 0.08843 0 0 0 0
CEP126-204 1 0 1 0 0 0
LINC01341-210 5.8399 0 0 0 0 0
SNHG5-279 131 119 129 120 90 99
TMEM147-AS1-210 0 0 0 0 0.28956 0
PKD2L2-DT-205 0 3 0 0 0 0
LINC02980-210 2 1 1 1 0 0
ENST00000670144 2 2 3 0 1 3
ENST00000670155 0 1 0 0 1 1
IGFL2-AS1-214 8 10 6 0 2 4
ENST00000670159 0 0 0 0.42592 0 0
ENST00000670169 0 2 2 0 0 0
ENST00000670170 1 0 0 0 0 0
ERCC6L2-AS1-211 139.18407 0 0.54391 59.9694 43.63387 24
JPX-272 0 0 0 0 0 2
PTPRG-AS1-225 0 0 0.25493 0 0 0.1805
LINC01278-234 0 0 0 3 0 0
MCPH1-AS1-211 25 11 4 3 6 9
PVT1-367 7 24 14 2 1 0
TAT-AS1-204 0 2 2 1 0 1
ENST00000670236 1 0 0 0 0 0
LINC01193-234 0 0 1 0 0 0
ENST00000670247 1 0 0 0 0 0
STX18-AS1-219 1 0 0 0 0 0
ZNF470-DT-202 15 10 8 1 0 0
LYPLAL1-DT-210 5 5 3 1 0 1
COX10-207 0 1 0 0 0 0
ZNF667-AS1-217 241.86635 1e-05 10.97236 16.23024 4.9908 2e-05
MIR4435-2HG-270 2 0 0 0 0 0
LINC01091-228 0 0 0 0 0 2
GLIDR-214 0 32.55073 0 0 18.99999 0
LINC02984-229 17.99214 0 0 0 0 0
LINC02454-204 247 196 172 57 37 36
LINC00467-227 1 1 0 0 0 0
LINC01714-203 0 0 0 1 0 0
ENST00000670377 1 0 0 0 0 0
SNHG31-205 1 0 0 0 0 0
HCG18-270 0 1 0 0 0 0
LINC02987-232 0 1 0 0 0 0
LINC01301-211 0 1 0 0 0 0
MROCKI-202 0 0 0 3 0 0
ENST00000670418 0 1 0 1 0 1
SPAG5-AS1-206 1 0 0 0 0 0
RTCA-AS1-206 11 7 11 22 16 10
DMTF1-AS1-203 116 112 109 15 4 16
LINC01511-207 688.89559 1402.70387 654.41983 0 0 0
MIR31HG-205 0 1 0 0 0 1
A1BG-AS1-209 30 48 31 8 3 1.86184
UBL7-DT-211 1 2 1 0 0 0
HDAC4-AS1-204 7 6 4 9 12 18
ENST00000670482 0 1 2 0 0 0
NIFK-AS1-214 10.71274 74.83665 1.61173 1.62308 22 22.57148
JPX-275 0 0 2 2 0 3
ITCH-213 1 6 1 0 1 3
PVT1-369 0 0 0 4 5 2
SERPINB9P1-208 3.26895 1 0.53497 40 12 29
ZRANB2-DT-242 2 0 0 0 0 0
TNS2-AS1-224 2 0 0 0 0 0
A2M-AS1-204 0.21901 0 0 0 0 0
LINC00885-207 6 7 4 0 0 0
TTC28-AS1-235 3 1 5 0 1 1
CALM2-214 0 0 0 1 0 0
PVT1-370 0 0.81733 0 0 0 0
USP2-AS1-217 5 2 1 1 0 0
LINC01473-219 2 0 2 0 0 0
LINC00839-208 0 0 0 10 0 5
INHBA-AS1-207 0 3 1 0 0 0
ENST00000670650 1 1 1 1 0 0
LINC01515-241 0 0 0 0 2 0
TTC28-AS1-236 17 23 11 1 2 2
ENST00000670671 6 9 18 34 6 24
LINC01498-203 0 0 1 0 0 0
NUTM2B-AS1-221 0 0 0 0 0.63049 0
MKLN1-AS-216 3 5 4 3 0 4
CASC9-207 0 0 0 46.99997 8 21.41138
ENST00000670708 1 0 0 0 0 0
PVT1-372 0 0 2 0 0 1
LINC00887-220 5.73257 14.95603 3.78171 10 3 2.13913
RPL37A-DT-205 16.75752 24 30 25 6 15
SNHG1-253 1 0 0 0 0 0
LINC02893-204 0 0 0 2 0 3
NINJ2-AS1-207 1 0 0 0 1 0
SNHG16-213 544.31594 131.26779 191.36951 353.49671 450.02953 618.87519
SRSF6-205 6 8 7 2 0 5
KAZN-AS1-207 1.69009 8 3 0 0 0
LINC01767-207 0 0.82603 0 0 0 0
MIR205HG-215 148 176 175.99997 29 16 35
PVT1-373 2 0 1 0 0 1
MAMDC2-AS1-227 0 1 0 3 0 2
JPX-278 0 2 0 0 0 0
NR2F1-AS1-271 1 2 1 0 0 0
IQCH-AS1-210 2 1 0 0 0 0
ENST00000670830 11 14 21 5 14 3
DUBR-232 0 0 0 0 0 1
RNF32-AS1-202 0 0 1 0 0 0
RASSF8-AS1-218 8 12 10 0 0 2
PURPL-235 1 2 1 0 0 0
ENST00000670848 0 5 0 0 0 0
ODC1-DT-205 0 0 0 0.13196 0 0
UCA1-244 1 1 0 8 0 6
LINC02798-206 0 1 0 0 0 0
TMEM161B-DT-258 1 0 0 0 0 0
SDCBP2-AS1-209 0 0 1 0 1 0
SNHG11-239 0 3 5 8 0 0
ENST00000670899 8 3 4 2 0 2
ENST00000670905 0 2 0 1 0 0
ENST00000670927 1 0 0 2 0 3
EDIL3-DT-211 5.09807 11.27344 2 10 3 2.89521
ZNF407-AS1-210 14 14 3.99999 0 3 4
LINC02725-206 0 1 0 0 0 0
ZNF503-AS1-224 0 0.56346 6 0 0 0
HIPK1-AS1-206 0 0 0 2 1.12583 0.21155
CKMT2-AS1-214 4 3 0 0 0 0
KRT10-AS1-207 2e-05 2e-05 0 1.61729 17.44979 4.51502
GASAL1-205 0 0 0 1 0 0
ENST00000670972 1 0 1 1 0 3
LINC00662-274 1 2 0 0 0 0
LINC01275-206 5 5 6 0 0 0
ENST00000670978 35 29 47 1 2 4
LINC00667-238 0 0.29103 1 0 0.29871 1
JPX-279 0 0 3.14409 1e-05 3 5
ERVK13-1-242 2.76487 0 1.71665 8.54185 0 1
JPX-280 1 10 2 0 2 1
LINC01278-238 10 3 3 2 0 4
LYRM4-AS1-219 84 80 54 55 23 49
ENST00000671041 0 6 3 2 0 0
ENST00000671042 1 0 1 0 0 0
FTX-270 0 0 1 0 0 0
ENST00000671070 13 17 28 1 0 2
DICER1-AS1-207 2.73746 7.3367 5.43231 3.15772 13 24
MIR9-3HG-252 0.59919 1.8236 2.77883 0 0 0
SNHG14-337 0 0 1 0 0 0
LINC00857-204 17 31 32 11 0 8
CBLL1-AS1-207 0 1 0.51046 0 0 0
B9D1-221 2 0 0 0 0 0
ENST00000671105 1 3 3 0 0 0
NFIB-AS1-204 2 1 2.5 0 0 1
ENST00000671133 0 0 0 0 0 2
ENST00000671147 0 0 1 0 0 0
SNHG29-250 10 0.02833 18 6 0 3
ENST00000671173 0 1 0 0 0 0
SUCLG2-DT-212 10 8 0 2 2 1.20152
UCA1-245 6 9 2 51 50 35
SLMAP-230 0 1 0 0 0 0
ENST00000671196 0 0 2 0 0 1
OSER1-DT-212 11 10 17 17 15 11
JPX-281 0 0 0 4 0 1
ZNF594-DT-209 0 1 0 0 0 0
LINC00662-276 0.95332 0 1 4 0 0
ENST00000671228 0 1 4 1 0 0
LINC00863-207 22 21 24 4 4 6
SNHG17-288 0 0 0 3 0 0
SH3BGRL2-204 0 0 0 1 0 0
LINC00629-208 25 22 33 1 0 1
UQCRB-AS1-202 29 23 27 0 2 2
SNX30-DT-202 2 2 5 3 0 2
ERICH2-DT-223 0 0 0 1 0 0
KHDC1-AS1-206 1 0 0 1 0 0
ATP13A3-DT-210 0 1 2 1.92229 0 2
SNHG17-289 0 0 0 0 0.06156 0
LINC00667-240 0 0 0 1.51283 0 0
KMT2E-221 0 2 0 0 0 0
SNHG5-282 0 1 0 1 0 1
ENST00000671330 1 1 1 0 0 1
JPX-282 0 0 0 0 1 0
LINC01278-239 10 12 12 5 1 8
LINC02328-213 4 1 1 2 0 1
DHRS4-AS1-214 3 3 0 0 0 0
ENST00000671359 2.88746 0 0 0 0 0
LINC00923-230 0 2 0 0 0 0
ENST00000671386 0 0 1 1 0 0
LINC01515-246 0 0 1 0 0.80183 0
TMEM161B-DT-259 20 11 5 77 61 80
CUL1-216 0 0 0.36611 0 0 0
KRT10-AS1-208 0 0 1 0 0 0
DHRS4-AS1-215 0 2 0 0 0 0
FAM88B-206 181 157 135 2 3 1
ENST00000671429 0 0 0 0 0 1
TDRG1-215 3 3 3 0 2 7
NR2F1-AS1-273 0 0 7.69164 0 0 0
TMCC1-DT-206 16 26 17 13 9 7
NUTM2B-AS1-222 0 2 1 0 0 0
DNAJC3-DT-204 22.84568 23 3.73423 16.64708 5.74067 2.72502
ENST00000671472 307.13175 194.40824 246.41249 261.77818 179.9311 207.68251
MIR3147HG-215 0 3 0 0 0 0
LINC01270-214 2 0 3 0 0 0
ENST00000671490 0 0 1 0 0 2
MOCS2-DT-210 0 81 0 0 0 0
NIFK-AS1-215 17 29 0 15 6 6
ENST00000671505 0 0 0 0 1 1
ERVK13-1-244 0 1 0 0 0 0
ERCC6L2-AS1-212 0 0.03275 0.59518 0.31846 0 2
ZNF436-AS1-207 3 5 0 3 0 0
LINC02532-248 0 0 0 0 3 0
NR2F1-AS1-274 56.99999 39.99999 15.07925 23 14 21
LURAP1L-AS1-204 11 3 5 10 2 3
ENST00000671525 0 0 1 0 0 0
ENST00000671548 1 0 0 0 0 0
FAM27C-227 0 0 3 0 0 0
ENST00000671571 8 25 14 1 0 0
UBAC2-AS1-207 4 4 1 0 0 0
ENST00000671583 4.9735 2.97678 8.54517 2.90125 1.76583 5.77985
ZSCAN16-AS1-206 1 0 0 0 0 1
ENST00000671594 3 6 5 10 1 9
PYDC2-AS1-230 0 0 1 0 0 0
RAD51-AS1-205 19 25 19 0 0 0
MRPS30-DT-213 0 1 0 0 0 0
NOP14-AS1-213 1 0 0 0 0 0
LINC00963-265 0 1 0 3 0 0
ENST00000671621 1 0 0 0 0 0
LINC01094-218 10 13 1 5 6 2
LINC00944-227 11 2 3.48671 11.46563 15 11.75109
ENST00000671635 1 1 0 1 0 1
ENST00000671641 0 0 2 0 0 0
SNHG5-283 13 12 15 2 1 0
IRAG1-AS1-205 1 0 0 0 0 0
LINC01778-214 17 20 17 11 3 3
KCNAB2-248 0 0 0 1 0 0
CHROMR-217 0 5 0 0 0 0
SNHG26-213 2.83734 2 1.14681 0 0 0.28856
NR2F1-AS1-275 3 1 0 4 2 0
ENST00000671695 13 7 3 0 0 0
SAMD8-205 26 28 26 11 2.5 4.5
ETNK1-207 149 46.71879 24.07515 5.32311 0.36126 41.02567
ARHGEF9-239 0 0 0 2 0 0
POLG2-211 1 2 2 14 0 4
PRIM2-208 75 52 37 31 20 25
BRI3BP-202 3.5 2.5 6 4 2 7
ENST00000671789 0 1 0 1 0 0
SAMD8-206 0 0 0 0 2.5 4.5
ACSL4-211 0 0 0 0 0 1
CHD3-218 4 1 2 2 0 0
AIMP1-205 0 1 0 0 0 0
MFSD4B-208 2 8 2 2 0.98414 1
ALDH3A2-228 15 16 9 2 0.85424 2
BBS9-218 0 1 0 0 0 0
ARHGEF9-240 0 1 0 2 0 1
BTD-214 0 0 0 0 0 1
AIMP1-206 20 15.01609 9.90661 8.01159 0.40206 3
ZNF827-215 0 0 0 1 0 2
ENST00000671994 34 32 37 35 60 22
MUTYH-241 0 0 0 0 0 1
ACAT1-215 0 0 0 0 0.99998 0
YPEL1-204 0 0 0 1.37995 0 0
CARD16-204 307 262 231 144 128 199
ACP2-206 161.05015 139.36093 93.66666 25 16 41.33333
ACP2-207 0 0 1 0 0 0
PRIM2-209 2 3 1 1 1 0
ABHD12-213 0 0 1 0 0 0
APTX-234 3 1 1 1 0 0
CFL2-207 1 0 0 0 0 0
RBP1-207 0 0 0 40 38 55
AQP4-208 0 0 0 0 0 0.33333
ENST00000672226 0 0 0 0 1 0
APTX-235 2 1 5 0 0 2
CHD3-219 0 3 3 1 3 1
PRIM1-209 13 23 17 9 3 14
AIMP1-208 0 0 1 1 0 0
BTD-216 1.5 0 0 0 0 0
AIMP1-210 0 0 0 1e-05 0 0
ALDH3A2-231 5 9 2 6 1 4
UFSP1-202 71.5 92.5 80.5 37.5 33 51.5
ACAT1-218 6 5 3 1 0 5
ADK-208 5 6 9 1 2 0
ACSL4-213 0 0 0 0 1.39351 0
DMAC2L-212 0 0 1 0 0 0
EFCAB14-207 0 13.89484 7.19157 0 2.93178 0
ADK-209 8 13 18 24 23 43
HPN-210 37 59 46 53 19 68
APTX-239 21.99999 1e-05 11.89041 7.4554 3.18365 2.36391
APTX-240 2 0 0 0 0 0
ARHGEF9-243 0 2 2 2 1 5
CFL2-208 14 4 9 8 2 2
APTX-242 0 0.08179 0 0 0 0
TNK2-216 0 0 0 0 0 2
ALDH3A2-235 9 5 5 1 0 0
RXRA-205 0 0 0 0 1 1
PCDHA4-204 11 3 2 12 19 16
ASL-213 0 1 1 0 0 0
MPZ-207 0 0.5 0 0 0 0
APTX-244 1.16311 0.3655 3.55642 0.25631 3.9513 0
ACP2-210 161.05015 139.36093 93.66666 25 16 41.33333
IFT46-213 195.07303 233.03052 227.76112 191.12024 35.27175 25.00018
BCAP31-214 13 14 6 10 17 23
ALDH3A2-238 0 1 0 0 0 0
AK2-214 3158 3066 3008 2695 12.13712 2440
ARHGAP35-205 0 0 0 1 0 0
ARSL-209 0 0 1 0 0 0
AAAS-221 0 1 1 1 0 0
VARS2-212 0 3 1 0 0 2
MUTYH-245 0 0 1 6 3 9
EED-212 0.81239 0.92875 54.75153 61.90549 8.97569 0.77828
ANKDD1B-212 0 0 0 13 4 7
VEGFA-226 1 2 0 0 0 0
TNK2-220 0 0.68623 0 0 1.46961 0
NF2-214 0 0 0 0 17 0
ACAT1-220 7 11 14 3 2 2
ADK-211 2 0 1 0 0 0
PTP4A1-206 0 0 2 0 0 0
AMD1-208 14.87347 10.07391 8.45351 20.91332 7.01658 7.40598
ASCC1-223 32 33 17 1 3 4
CASC11-205 8 8 5 14 5 9
ETNK1-208 4.5 5 2 9.5 5 9
ASCC1-224 129 156 135 89 26 79
LINC02105-205 0 0 1 0 0 0
AQP4-209 0 0 0 0 0 0.33333
MFSD4B-215 0 0 0 1 0 0
ADK-212 13 10 2 4 0 11
LDHB-211 7461 7090 6524 14355.5 8469 12918.5
CARD16-205 393 298 312 113 84 105
AIMP1-214 20 17 14 2 4 4
ADGRG1-278 1 3 2 0 0 2
APTX-247 0 1 0 0 0 0
TMEM145-206 0 1 0 0 0 0
APTX-249 1.54821 0.66398 1.65966 0.74878 0.52678 1.54888
ENST00000673217 2 4 2 0 1 1
EED-213 99.60071 0 0 50.18903 68.04862 144.26408
TNK2-224 3 4.92265 2.1323 5.04254 7.34371 5.84969
NPIPB2-207 0 0 1 0 0 0
AK2-215 2 0 1 0 0 0
ADK-213 1 0 1 0 0 0
ADK-214 11 7 11 7 2 6
APTX-252 0 1 0 0 0 0
PCDHA12-203 0 3 0 0 0 1
ETNK1-211 0 0 0 0 0 1
ENST00000673408 3 2 4 0 0 0
PCDHAC2-205 0 0 0 2 2 2
HPN-211 0 0 2 0 0 4
ATXN2-241 1 0 0 0 0 0
ODAD2-212 0 1 0 0 0 0
AKT3-217 0 2 1 0 0 0
ATAD3B-206 15 9 4 10 16 26
APTX-255 8 7 8 6 4 8
ETNK1-212 5 8 11 34 14 30.80752
ATP5MC2-209 19.8035 12.89932 28.13462 4 5 3
ASL-217 16 12 15 37 21 39
ACAT1-222 47 47 49 12 5 8
AP1S2-211 2 4 1 3 0 1
LINC02105-207 0 0 1 0 0 0
APTX-256 0 0 0 0 2 0
ENST00000673624 19 21 18 19 9 6
CPS1-212 3 0 0 0 0 0
ZNF320-215 1 2 1 0 0 0
SNHG5-284 0 2 1 0 0 1
MSH6-212 1 0 0 1 0 0
STAT1-213 0 0.32611 0 0.06086 0 5
TOX4-213 0 11 0 3 0 0
C10orf67-206 0 0 0.94904 0 0 0
MIR4435-2HG-275 0 0 0 0 15 22.86761
MIR4435-2HG-276 0 0 1 0 0 1
CFAP298-TCP10L-205 0 0 0.57568 0 0 0
MLH1-224 6 8 8 2 2 5
ZNF599-205 0 1 0 1 0 0
DUS4L-BCAP29-202 0 0 1 0 0 0
DAG1-217 0 2 0 0 0 1
MLH1-227 0.26845 0.60903 0.83761 0.26004 1 0.49948
ATP10A-212 1 0 1 0 1 1
HOMEZ-205 0 0 0 2 0 0
KIF2A-210 0 0 0 0 0 2
STAT1-214 0 0 1 0 0 0
CRELD1-215 1 0 0 2 0 2
MLH1-228 3.8062 5.02227 1.26213 3.46385 1.24394 1.74334
CASP8-218 1 0 1 0 3 9
MYH7B-209 0 1 0 1 0 0
SAMD4A-213 3 1 1 0 1 0
MIR4435-2HG-279 0 2 1 0 0 0
CXXC1-218 5 7 2 9 0 2
ADCY7-215 0 1 1 0 0 0
ATP10A-215 0 0.13954 0 0.05108 0 0
CFAP298-TCP10L-211 14 20 19 10 6 17
DDHD1-210 2 4 0 0 0 1
SAMD4A-214 5 6 0 1 2 1
SLC6A9-212 0 0 0 0 1 1
MIR4435-2HG-287 0 0 0 1 2 1
STAT1-219 3 3 6 1 1 1
